order_id,sku,date,type,email,total_amount
SHO-76328975,CAM-4001,2025-10-31 22:44:19,order,tim.530@yahoo.de,96.76
SHO-04816897,LPC-2002,2025-10-31 22:49:08,order,markus.690@yahoo.de,516.57
SHO-35763784,CAM-4004,2025-11-01 05:24:31,order,markus.124@outlook.com,94.16
SHO-76399741,SHW-5003,2025-11-01 17:34:27,order,lukas.509@t-online.de,28.8
SHO-23535758,SHW-5004,2025-11-02 14:45:04,order,felix.289@gmx.de,44.86
SHO-39428168,SMT-1001,2025-11-02 14:51:08,order,lena.454@yahoo.de,260.69
SHO-21973373,SMT-1003,2025-11-03 03:14:28,order,nina.228@yahoo.de,454.63
SHO-13064985,CAM-4005,2025-11-03 11:15:25,order,lisa.152@t-online.de,65.68
SHO-19102450,AUD-3006,2025-11-03 12:14:33,order,marie.362@yahoo.de,50.57
SHO-27701127,AUD-3004,2025-11-03 13:16:51,order,sarah.884@web.de,47.85
SHO-62621143,SHW-5005,2025-11-03 13:34:41,order,tim.75@outlook.com,54.12
SHO-98049841,CAM-4001,2025-11-03 15:16:48,order,sarah.472@yahoo.de,132.57
SHO-15190189,CAM-4005,2025-11-03 16:37:21,return,felix.241@gmail.com,-117.41
SHO-45763467,SHW-5006,2025-11-04 04:04:14,return,laura.17@yahoo.de,-56.92
SHO-89493473,AUD-3003,2025-11-04 14:42:34,order,emma.742@web.de,76.07
SHO-43354865,SHW-5005,2025-11-04 16:08:01,order,marie.101@outlook.com,46.37
SHO-52302622,AUD-3002,2025-11-04 18:58:01,order,laura.843@outlook.com,32.39
SHO-59325644,CAM-4006,2025-11-04 20:03:30,order,julia.562@web.de,99.06
SHO-03109884,LPC-2003,2025-11-05 02:06:50,order,david.31@gmx.de,341.81
SHO-54228582,CAM-4001,2025-11-05 02:30:34,order,markus.59@outlook.com,82.32
SHO-51975797,SHW-5005,2025-11-05 04:19:34,order,marie.785@gmail.com,36.21
SHO-04984356,AUD-3001,2025-11-05 06:53:37,return,emma.153@gmx.de,-67.7
SHO-07096150,SMT-1002,2025-11-05 07:43:27,order,julia.916@yahoo.de,328.71
SHO-64920010,SHW-5005,2025-11-05 08:59:47,return,felix.263@web.de,-34.71
SHO-41519118,SMT-1003,2025-11-05 16:46:37,order,anna.451@yahoo.de,343.7
SHO-88281800,AUD-3001,2025-11-05 17:06:46,order,michael.735@web.de,68.64
SHO-06712329,AUD-3002,2025-11-05 23:29:59,order,felix.608@t-online.de,82.16
SHO-18908916,CAM-4001,2025-11-05 23:48:48,order,lisa.162@outlook.com,88.15
SHO-97450647,CAM-4001,2025-11-06 05:37:30,order,david.160@yahoo.de,66.8
SHO-17164410,CAM-4003,2025-11-06 06:43:20,order,paul.108@t-online.de,85.72
SHO-86029438,AUD-3006,2025-11-06 14:01:55,order,emma.797@gmx.de,30.75
SHO-78853559,AUD-3005,2025-11-06 22:11:07,order,michael.685@t-online.de,60.14
SHO-48205133,SHW-5006,2025-11-07 03:54:34,order,nina.372@t-online.de,48.52
SHO-13598962,LPC-2002,2025-11-07 16:06:56,order,markus.631@gmail.com,240.29
SHO-04201622,SHW-5003,2025-11-07 20:18:36,order,sophie.637@web.de,44.69
SHO-00500205,AUD-3003,2025-11-08 02:18:23,order,jan.180@gmx.de,68.02
SHO-37466731,SHW-5004,2025-11-08 02:46:09,order,marie.678@gmail.com,35.14
SHO-92785113,SMT-1001,2025-11-08 06:02:33,order,lukas.253@web.de,227.99
SHO-43197485,SMT-1005,2025-11-08 10:18:29,order,michael.400@gmx.de,285.83
SHO-97435039,LPC-2004,2025-11-08 20:17:40,order,paul.572@gmail.com,515.12
SHO-97876929,AUD-3003,2025-11-08 20:50:46,order,nina.964@t-online.de,54.86
SHO-62320639,CAM-4005,2025-11-08 22:33:39,order,tim.517@outlook.com,67.39
SHO-32458522,LPC-2001,2025-11-10 08:31:57,order,sophie.826@t-online.de,604.31
SHO-83823199,LPC-2005,2025-11-10 09:49:11,order,lena.824@t-online.de,346.95
SHO-88930980,AUD-3006,2025-11-10 13:17:04,order,david.108@gmail.com,61.2
SHO-26175295,CAM-4003,2025-11-10 16:27:18,order,laura.412@gmx.de,58.63
SHO-59885578,LPC-2003,2025-11-11 00:06:21,order,jan.471@web.de,378.76
SHO-91983828,CAM-4003,2025-11-11 03:44:56,order,michael.731@outlook.com,140.72
SHO-32430490,SMT-1004,2025-11-11 11:47:36,order,lisa.871@t-online.de,187.05
SHO-02290849,SMT-1002,2025-11-11 12:57:13,order,felix.859@web.de,227.79
SHO-21464360,SHW-5002,2025-11-11 15:02:36,order,julia.281@t-online.de,39.62
SHO-11240597,CAM-4005,2025-11-11 21:16:40,order,thomas.374@t-online.de,103.82
SHO-54167333,CAM-4002,2025-11-13 08:36:25,order,thomas.217@outlook.com,104.19
SHO-64904129,SMT-1005,2025-11-13 17:16:57,return,anna.972@web.de,-355.26
SHO-97450647,CAM-4001,2025-11-14 05:37:30,return,david.160@yahoo.de,-66.8
SHO-49540601,SMT-1004,2025-11-14 06:44:20,order,lukas.398@web.de,327.54
SHO-34166504,LPC-2004,2025-11-14 07:08:54,order,emma.74@outlook.com,592.45
SHO-38343101,LPC-2006,2025-11-14 07:36:50,order,anna.309@web.de,475.87
SHO-29708264,CAM-4001,2025-11-14 08:44:43,order,sarah.496@yahoo.de,54.49
SHO-59750675,AUD-3002,2025-11-14 09:31:24,order,paul.73@web.de,34.33
SHO-57449974,CAM-4003,2025-11-14 13:39:57,order,lukas.65@gmail.com,111.12
SHO-41092492,AUD-3002,2025-11-14 14:58:30,return,lukas.562@gmail.com,-81.36
SHO-51811882,CAM-4006,2025-11-15 08:22:56,order,laura.238@yahoo.de,85.28
SHO-87082177,AUD-3006,2025-11-15 08:26:12,order,anna.225@gmail.com,88.99
SHO-59918624,CAM-4006,2025-11-15 11:26:14,order,tim.118@yahoo.de,125.26
SHO-74615440,SMT-1004,2025-11-15 12:40:47,order,david.366@gmail.com,354.53
SHO-50015588,AUD-3006,2025-11-15 21:57:02,order,lukas.837@gmx.de,86.0
SHO-90445748,AUD-3001,2025-11-16 03:22:44,order,michael.167@yahoo.de,67.47
SHO-65816012,CAM-4005,2025-11-16 08:58:39,return,jan.462@gmail.com,-78.65
SHO-42639465,SMT-1004,2025-11-16 11:08:30,order,paul.350@gmail.com,213.66
SHO-70855006,SMT-1002,2025-11-16 19:38:59,order,emma.329@gmail.com,459.71
SHO-30780017,LPC-2005,2025-11-16 23:25:11,order,laura.799@gmail.com,282.29
SHO-46531961,CAM-4006,2025-11-17 00:48:50,order,emma.353@yahoo.de,143.74
SHO-52276761,LPC-2003,2025-11-17 09:24:19,order,sophie.992@gmail.com,546.21
SHO-79934149,AUD-3001,2025-11-18 01:35:36,order,sophie.335@gmail.com,72.11
SHO-71014094,AUD-3004,2025-11-18 04:38:44,order,anna.127@web.de,42.05
SHO-21670095,CAM-4006,2025-11-18 08:40:32,return,anna.721@yahoo.de,-50.67
SHO-10101105,SHW-5004,2025-11-18 15:00:15,order,lena.793@gmx.de,58.43
SHO-20250647,SHW-5004,2025-11-18 16:42:04,order,markus.362@yahoo.de,55.23
SHO-31918098,LPC-2006,2025-11-18 19:40:39,order,thomas.447@yahoo.de,360.07
SHO-85441215,SMT-1004,2025-11-19 01:09:58,order,david.79@gmail.com,142.69
SHO-06935342,CAM-4004,2025-11-19 02:18:03,order,thomas.583@web.de,109.67
SHO-22022258,LPC-2002,2025-11-19 04:51:50,order,nina.70@gmail.com,458.7
SHO-61633820,SMT-1002,2025-11-19 05:20:31,order,lukas.312@yahoo.de,284.79
SHO-25753412,CAM-4006,2025-11-19 05:50:57,order,lisa.603@outlook.com,92.49
SHO-34977780,AUD-3004,2025-11-19 08:22:35,order,thomas.23@web.de,54.06
SHO-29481508,AUD-3002,2025-11-19 23:59:12,order,markus.124@gmail.com,83.61
SHO-25992367,SHW-5001,2025-11-20 03:28:33,order,lena.518@gmx.de,39.93
SHO-74671378,CAM-4001,2025-11-20 03:59:26,order,felix.152@gmail.com,89.64
SHO-22735208,CAM-4002,2025-11-20 09:27:52,order,lisa.26@gmx.de,92.96
SHO-46840477,AUD-3001,2025-11-20 20:13:28,order,felix.703@yahoo.de,62.66
SHO-29720444,CAM-4004,2025-11-21 02:49:59,order,marie.641@t-online.de,102.03
SHO-36433835,LPC-2006,2025-11-21 04:25:20,order,lukas.338@yahoo.de,549.21
SHO-38065678,LPC-2004,2025-11-21 09:02:54,order,tim.953@outlook.com,290.49
SHO-82550875,SHW-5003,2025-11-21 11:05:27,order,sarah.999@yahoo.de,38.11
SHO-66736958,SHW-5002,2025-11-21 14:07:28,return,jan.32@yahoo.de,-40.65
SHO-93685339,LPC-2006,2025-11-21 14:56:10,order,max.576@t-online.de,685.5
SHO-13290460,SMT-1004,2025-11-21 19:19:46,order,felix.933@t-online.de,440.74
SHO-93349746,SHW-5002,2025-11-21 23:23:46,order,emma.904@outlook.com,33.73
SHO-93293079,AUD-3001,2025-11-22 07:20:06,order,lena.761@yahoo.de,83.64
SHO-55811459,LPC-2003,2025-11-22 13:55:38,order,max.937@yahoo.de,209.02
SHO-23535758,SHW-5004,2025-11-22 14:45:04,return,felix.289@gmx.de,-44.86
SHO-98907585,SMT-1003,2025-11-22 15:30:08,return,julia.200@gmx.de,-268.73
SHO-35763784,CAM-4004,2025-11-23 05:24:31,return,markus.124@outlook.com,-94.16
SHO-67739037,SHW-5002,2025-11-23 20:37:38,order,laura.878@gmail.com,27.9
SHO-48506058,LPC-2001,2025-11-24 00:28:13,order,nina.961@yahoo.de,582.59
SHO-45887163,CAM-4006,2025-11-24 10:57:00,order,julia.580@gmx.de,137.36
SHO-83508482,SHW-5006,2025-11-24 11:42:42,order,michael.992@outlook.com,36.39
SHO-52725713,LPC-2002,2025-11-24 14:33:11,order,markus.639@outlook.com,439.6
SHO-22481232,CAM-4001,2025-11-24 21:04:42,order,felix.424@web.de,119.03
SHO-91091622,CAM-4005,2025-11-25 03:29:25,order,michael.674@gmx.de,117.24
SHO-16778951,AUD-3003,2025-11-25 07:33:59,order,jan.126@t-online.de,47.75
SHO-04519644,CAM-4003,2025-11-25 08:26:09,return,thomas.205@outlook.com,-97.5
SHO-13209644,AUD-3003,2025-11-25 16:43:32,order,nina.418@gmx.de,65.57
SHO-35630581,LPC-2005,2025-11-25 21:47:20,order,lena.886@web.de,332.1
SHO-40228769,CAM-4004,2025-11-25 22:11:45,return,sophie.498@gmx.de,-121.12
SHO-24449067,LPC-2005,2025-11-25 23:00:37,order,markus.917@gmail.com,328.71
SHO-91706940,SMT-1004,2025-11-26 01:44:46,order,thomas.318@t-online.de,206.13
SHO-02877114,SHW-5003,2025-11-27 03:15:48,order,marie.132@gmail.com,48.82
SHO-41537697,SHW-5006,2025-11-27 07:21:49,order,lisa.820@gmail.com,53.41
SHO-99377075,LPC-2002,2025-11-27 07:34:55,order,sarah.475@outlook.com,469.87
SHO-20250647,SHW-5004,2025-11-27 16:42:04,return,markus.362@yahoo.de,-55.23
SHO-52276761,LPC-2003,2025-11-28 09:24:19,return,sophie.992@gmail.com,-546.21
SHO-21464360,SHW-5002,2025-11-28 15:02:36,return,julia.281@t-online.de,-39.62
SHO-11481884,SHW-5006,2025-11-28 21:10:35,order,markus.206@yahoo.de,43.91
SHO-89926541,SMT-1005,2025-11-28 23:58:36,order,nina.607@gmx.de,182.39
SHO-33865028,SHW-5001,2025-11-29 05:49:10,order,sophie.933@web.de,24.19
SHO-73385585,SMT-1006,2025-11-29 09:59:38,order,paul.691@yahoo.de,262.87
SHO-01338613,SMT-1004,2025-11-29 11:39:42,order,max.396@gmx.de,348.53
SHO-86298981,AUD-3006,2025-11-29 11:51:50,order,lisa.592@gmail.com,77.41
SHO-99073782,SHW-5002,2025-11-29 14:31:00,order,max.125@t-online.de,30.84
SHO-34658631,CAM-4006,2025-11-29 19:00:33,order,david.195@gmail.com,144.3
SHO-40963690,AUD-3001,2025-11-29 20:22:57,order,anna.159@yahoo.de,75.09
SHO-24449067,LPC-2005,2025-11-29 23:00:37,return,markus.917@gmail.com,-328.71
SHO-12418555,AUD-3003,2025-11-29 23:15:47,order,lisa.552@gmx.de,65.89
SHO-90030254,SHW-5001,2025-11-30 03:42:07,order,sophie.872@t-online.de,23.02
SHO-36537067,SHW-5006,2025-11-30 07:40:38,order,anna.220@web.de,34.57
SHO-54006061,SHW-5002,2025-11-30 09:21:08,order,nina.232@gmx.de,56.68
SHO-69069024,LPC-2002,2025-11-30 15:37:28,order,michael.476@outlook.com,367.49
SHO-43386588,LPC-2002,2025-12-01 01:43:55,order,thomas.522@gmail.com,531.14
SHO-44205295,LPC-2006,2025-12-01 03:22:07,order,thomas.79@web.de,392.43
SHO-04224425,LPC-2002,2025-12-01 05:03:09,order,sarah.501@web.de,578.24
SHO-29983548,SHW-5002,2025-12-01 06:16:32,order,max.830@yahoo.de,57.87
SHO-87866703,SHW-5001,2025-12-01 15:39:37,order,marie.490@yahoo.de,48.58
SHO-38877843,CAM-4004,2025-12-01 19:09:37,order,laura.290@web.de,144.44
SHO-74588570,AUD-3005,2025-12-02 02:01:55,order,laura.833@outlook.com,84.33
SHO-49170689,CAM-4002,2025-12-02 02:55:21,order,markus.655@outlook.com,67.49
SHO-72810410,LPC-2003,2025-12-02 07:59:39,order,nina.185@t-online.de,317.13
SHO-37106744,SMT-1002,2025-12-02 11:54:36,order,lukas.85@yahoo.de,402.56
SHO-15402330,LPC-2001,2025-12-02 14:13:31,order,paul.217@web.de,529.93
SHO-76497880,SHW-5006,2025-12-02 19:12:55,order,thomas.503@outlook.com,57.13
SHO-72253966,SMT-1004,2025-12-03 01:39:59,order,paul.426@gmail.com,416.46
SHO-91656544,AUD-3003,2025-12-03 03:23:49,order,felix.100@yahoo.de,52.67
SHO-88375636,SMT-1002,2025-12-03 08:40:21,order,sophie.594@yahoo.de,470.26
SHO-29124528,SMT-1001,2025-12-03 11:23:30,order,marie.819@outlook.com,414.4
SHO-89742631,AUD-3002,2025-12-03 16:02:53,order,nina.152@gmx.de,39.89
SHO-21660327,CAM-4003,2025-12-03 19:59:46,order,emma.829@web.de,144.4
SHO-18908916,CAM-4001,2025-12-03 23:48:48,return,lisa.162@outlook.com,-88.15
SHO-06935342,CAM-4004,2025-12-04 02:18:03,return,thomas.583@web.de,-109.67
SHO-37069488,AUD-3005,2025-12-04 04:02:52,order,emma.321@gmx.de,63.99
SHO-82154303,AUD-3006,2025-12-04 06:31:21,order,thomas.894@gmail.com,58.62
SHO-13534740,SMT-1001,2025-12-04 06:55:03,order,thomas.200@outlook.com,129.49
SHO-38343101,LPC-2006,2025-12-04 07:36:50,return,anna.309@web.de,-475.87
SHO-59609295,CAM-4002,2025-12-04 13:22:32,order,lisa.70@t-online.de,106.14
SHO-80124087,CAM-4002,2025-12-04 22:23:04,order,felix.583@yahoo.de,103.7
SHO-20515413,LPC-2005,2025-12-05 01:02:29,order,jan.656@gmx.de,260.46
SHO-29720444,CAM-4004,2025-12-05 02:49:59,return,marie.641@t-online.de,-102.03
SHO-44205295,LPC-2006,2025-12-05 03:22:07,return,thomas.79@web.de,-392.43
SHO-40271201,CAM-4003,2025-12-05 03:32:33,order,paul.338@web.de,112.75
SHO-60430003,CAM-4005,2025-12-05 06:10:34,order,max.991@gmx.de,107.87
SHO-37774288,SMT-1006,2025-12-05 09:16:46,order,tim.419@outlook.com,441.16
SHO-03471626,CAM-4004,2025-12-05 10:02:25,order,max.710@gmail.com,77.74
SHO-25158412,LPC-2002,2025-12-05 10:42:09,order,laura.904@web.de,373.72
SHO-27014218,LPC-2004,2025-12-05 12:06:06,order,paul.415@gmx.de,429.96
SHO-94362829,CAM-4005,2025-12-06 00:58:51,order,sarah.213@gmx.de,95.71
SHO-85441215,SMT-1004,2025-12-06 01:09:58,return,david.79@gmail.com,-142.69
SHO-52759885,SMT-1003,2025-12-06 01:38:19,order,nina.975@t-online.de,192.5
SHO-29983548,SHW-5002,2025-12-06 06:16:32,return,max.830@yahoo.de,-57.87
SHO-92193276,SHW-5002,2025-12-06 18:38:18,order,paul.67@t-online.de,47.7
SHO-28677125,SHW-5003,2025-12-06 19:01:28,order,lena.385@yahoo.de,43.08
SHO-14939814,LPC-2004,2025-12-06 21:26:43,order,sophie.130@gmail.com,656.96
SHO-52868356,AUD-3006,2025-12-06 22:20:01,order,thomas.666@gmx.de,60.95
SHO-99726365,LPC-2001,2025-12-07 15:14:53,order,julia.815@outlook.com,501.38
SHO-53142196,CAM-4004,2025-12-07 16:00:11,order,thomas.226@t-online.de,109.61
SHO-60975946,CAM-4002,2025-12-07 17:35:48,order,max.245@web.de,133.89
SHO-11284125,SHW-5003,2025-12-07 19:11:12,order,emma.800@web.de,25.89
SHO-03629916,SMT-1002,2025-12-07 23:41:58,order,david.575@gmail.com,167.31
SHO-51529125,LPC-2006,2025-12-08 12:46:45,order,anna.164@yahoo.de,306.6
SHO-78402809,CAM-4004,2025-12-08 18:39:42,order,lena.280@t-online.de,56.35
SHO-66102192,CAM-4006,2025-12-08 19:10:43,order,lisa.963@web.de,61.27
SHO-29558834,SMT-1003,2025-12-08 21:37:38,order,sarah.805@gmail.com,430.56
SHO-10369217,SMT-1001,2025-12-09 06:22:05,order,tim.324@outlook.com,331.34
SHO-59119225,LPC-2005,2025-12-09 07:20:40,order,jan.831@t-online.de,449.4
SHO-14781297,LPC-2004,2025-12-09 08:56:25,order,michael.188@gmail.com,426.73
SHO-45887163,CAM-4006,2025-12-09 10:57:00,return,julia.580@gmx.de,-137.36
SHO-26690158,AUD-3001,2025-12-10 06:34:39,order,sophie.253@outlook.com,69.2
SHO-53841966,LPC-2005,2025-12-10 07:34:52,order,david.394@yahoo.de,651.1
SHO-54149637,CAM-4004,2025-12-10 09:36:27,order,paul.315@outlook.com,73.14
SHO-72376609,CAM-4003,2025-12-10 18:13:13,order,michael.325@yahoo.de,131.87
SHO-30101817,SHW-5003,2025-12-11 05:33:16,order,julia.333@outlook.com,43.68
SHO-55494424,LPC-2003,2025-12-11 08:16:46,order,lisa.673@gmail.com,228.04
SHO-23684445,LPC-2006,2025-12-11 14:28:36,order,sarah.168@gmx.de,244.77
SHO-44665865,LPC-2004,2025-12-11 15:16:10,order,emma.341@gmail.com,484.47
SHO-06979124,CAM-4006,2025-12-11 15:20:50,order,sophie.937@t-online.de,135.19
SHO-33381919,CAM-4006,2025-12-11 21:39:32,order,marie.204@outlook.com,109.69
SHO-33865028,SHW-5001,2025-12-12 05:49:10,return,sophie.933@web.de,-24.19
SHO-89751837,AUD-3003,2025-12-12 05:52:08,order,julia.695@gmail.com,49.77
SHO-73385585,SMT-1006,2025-12-12 09:59:38,return,paul.691@yahoo.de,-262.87
SHO-70559540,SHW-5003,2025-12-12 11:08:31,order,sophie.847@gmail.com,30.7
SHO-01338613,SMT-1004,2025-12-12 11:39:42,return,max.396@gmx.de,-348.53
SHO-52725713,LPC-2002,2025-12-12 14:33:11,return,markus.639@outlook.com,-439.6
SHO-06653351,AUD-3006,2025-12-13 09:10:59,order,jan.445@gmx.de,60.71
SHO-29543820,CAM-4001,2025-12-13 09:37:19,order,lukas.46@gmx.de,143.37
SHO-40696186,CAM-4006,2025-12-13 12:39:07,order,markus.570@gmail.com,145.24
SHO-14753049,SMT-1001,2025-12-13 21:57:58,order,lena.676@t-online.de,196.82
SHO-22022258,LPC-2002,2025-12-14 04:51:50,return,nina.70@gmail.com,-458.7
SHO-80734734,AUD-3003,2025-12-14 10:47:57,order,michael.362@t-online.de,75.33
SHO-53351840,AUD-3001,2025-12-14 11:11:35,order,emma.463@t-online.de,86.0
SHO-35630581,LPC-2005,2025-12-14 21:47:20,return,lena.886@web.de,-332.1
SHO-80124087,CAM-4002,2025-12-14 22:23:04,return,felix.583@yahoo.de,-103.7
SHO-60726396,SMT-1006,2025-12-14 23:51:25,order,david.394@gmail.com,419.25
SHO-22839191,SHW-5001,2025-12-15 10:28:21,order,thomas.552@outlook.com,31.82
SHO-97940741,CAM-4006,2025-12-15 11:26:21,order,jan.654@web.de,109.31
SHO-87175851,CAM-4001,2025-12-15 15:52:32,order,marie.358@gmail.com,130.94
SHO-51825500,AUD-3004,2025-12-16 01:08:11,order,michael.863@t-online.de,36.61
SHO-61339841,CAM-4004,2025-12-16 07:28:31,order,lisa.512@gmail.com,142.67
SHO-89766455,LPC-2005,2025-12-16 13:39:54,order,laura.311@yahoo.de,326.97
SHO-69809117,AUD-3003,2025-12-16 16:15:37,order,laura.636@web.de,79.95
SHO-34512622,SMT-1006,2025-12-16 17:58:40,order,michael.484@t-online.de,342.03
SHO-10711435,AUD-3006,2025-12-16 18:38:33,order,nina.625@web.de,57.91
SHO-35499122,SMT-1003,2025-12-16 20:31:46,order,lukas.751@outlook.com,325.17
SHO-41250409,AUD-3003,2025-12-16 20:49:24,order,tim.929@outlook.com,69.23
SHO-01280841,CAM-4001,2025-12-16 20:53:29,order,lena.735@yahoo.de,56.6
SHO-31255096,AUD-3005,2025-12-17 00:28:26,order,emma.515@web.de,78.9
SHO-11515435,AUD-3005,2025-12-17 02:56:14,order,sophie.90@t-online.de,68.77
SHO-86255018,AUD-3004,2025-12-17 05:27:45,order,lena.815@web.de,89.75
SHO-62302968,SHW-5002,2025-12-18 03:14:22,order,max.197@gmx.de,22.37
SHO-02456610,AUD-3001,2025-12-18 16:43:41,order,emma.416@gmail.com,63.84
SHO-10472417,SMT-1002,2025-12-18 17:06:49,order,nina.573@web.de,120.14
SHO-83355438,CAM-4004,2025-12-18 20:37:25,order,jan.337@yahoo.de,112.22
SHO-31677989,SMT-1005,2025-12-18 21:37:58,order,thomas.609@web.de,163.1
SHO-36572823,CAM-4003,2025-12-18 22:52:27,order,paul.321@gmail.com,107.09
SHO-60726396,SMT-1006,2025-12-18 23:51:25,return,david.394@gmail.com,-419.25
SHO-18394449,CAM-4004,2025-12-19 05:33:56,order,nina.720@gmx.de,54.27
SHO-12632465,AUD-3004,2025-12-19 13:32:36,order,emma.997@web.de,33.04
SHO-14500940,LPC-2001,2025-12-19 17:53:22,order,david.937@outlook.com,301.98
SHO-54453793,SMT-1005,2025-12-20 04:08:48,order,lisa.365@gmx.de,179.84
SHO-84609725,SHW-5003,2025-12-20 04:13:47,order,michael.878@t-online.de,37.7
SHO-56738189,SHW-5003,2025-12-20 14:24:23,order,lisa.139@outlook.com,39.34
SHO-57631124,CAM-4004,2025-12-20 20:33:31,order,david.562@web.de,56.5
SHO-10070636,AUD-3003,2025-12-21 05:48:09,order,lisa.541@yahoo.de,33.19
SHO-33594813,SHW-5003,2025-12-21 05:51:06,order,tim.200@outlook.com,45.08
SHO-04563533,AUD-3003,2025-12-21 08:00:16,order,sarah.653@web.de,64.2
SHO-06979124,CAM-4006,2025-12-21 15:20:50,return,sophie.937@t-online.de,-135.19
SHO-73906458,SMT-1002,2025-12-22 00:54:29,order,markus.88@outlook.com,377.89
SHO-52929107,AUD-3005,2025-12-22 02:43:52,order,max.396@gmail.com,53.74
SHO-60179298,SHW-5004,2025-12-22 07:39:33,order,lukas.730@web.de,50.74
SHO-53675317,SHW-5002,2025-12-22 09:02:36,order,nina.11@yahoo.de,33.48
SHO-80461886,LPC-2002,2025-12-22 15:10:29,order,lisa.170@t-online.de,474.7
SHO-02456610,AUD-3001,2025-12-22 16:43:41,return,emma.416@gmail.com,-63.84
SHO-17920682,CAM-4003,2025-12-22 19:37:57,order,sophie.602@t-online.de,123.5
SHO-00415810,LPC-2004,2025-12-23 03:27:25,order,sophie.618@gmx.de,401.21
SHO-40518867,CAM-4004,2025-12-23 05:57:11,order,david.679@outlook.com,80.41
SHO-25158412,LPC-2002,2025-12-23 10:42:09,return,laura.904@web.de,-373.72
SHO-03821454,SMT-1005,2025-12-23 12:36:36,order,paul.689@t-online.de,423.79
SHO-09182054,CAM-4006,2025-12-23 14:12:28,order,thomas.468@web.de,63.11
SHO-05008752,CAM-4006,2025-12-23 17:26:46,order,nina.423@gmx.de,51.87
SHO-03108763,CAM-4006,2025-12-24 12:31:52,order,marie.593@t-online.de,114.6
SHO-29761182,LPC-2006,2025-12-24 13:25:43,order,lukas.495@gmail.com,209.2
SHO-57339569,CAM-4005,2025-12-24 18:37:30,order,tim.567@web.de,84.78
SHO-01480221,SMT-1006,2025-12-24 20:06:27,order,sophie.582@gmail.com,327.8
SHO-51825500,AUD-3004,2025-12-25 01:08:11,return,michael.863@t-online.de,-36.61
SHO-29825352,AUD-3004,2025-12-25 03:43:34,order,julia.57@gmx.de,59.59
SHO-90231536,LPC-2005,2025-12-25 09:34:12,order,emma.535@gmail.com,555.4
SHO-16737656,AUD-3005,2025-12-25 12:48:30,order,max.559@web.de,73.95
SHO-97257791,SHW-5005,2025-12-25 17:14:05,order,michael.243@outlook.com,26.08
SHO-39543715,SMT-1001,2025-12-25 20:04:28,order,david.263@web.de,478.99
SHO-96324758,SHW-5005,2025-12-25 23:40:32,order,lena.231@gmail.com,20.17
SHO-87843226,SMT-1005,2025-12-26 04:14:54,order,marie.348@web.de,309.74
SHO-19499180,AUD-3003,2025-12-26 07:28:58,order,julia.548@gmx.de,59.63
SHO-09989386,AUD-3005,2025-12-26 11:32:21,order,jan.352@web.de,88.32
SHO-59187240,SHW-5001,2025-12-26 12:17:39,order,tim.716@web.de,21.47
SHO-11481884,SHW-5006,2025-12-26 21:10:35,return,markus.206@yahoo.de,-43.91
SHO-67443165,SHW-5003,2025-12-27 01:36:01,order,thomas.818@yahoo.de,35.87
SHO-07729763,AUD-3003,2025-12-27 10:40:35,order,paul.775@gmail.com,78.73
SHO-38420963,LPC-2006,2025-12-27 17:36:26,order,jan.27@outlook.com,485.67
SHO-41223671,LPC-2003,2025-12-28 00:53:33,order,lena.400@outlook.com,202.83
SHO-91656544,AUD-3003,2025-12-28 03:23:49,return,felix.100@yahoo.de,-52.67
SHO-26129959,CAM-4005,2025-12-28 07:25:37,order,marie.208@gmail.com,69.75
SHO-72521643,SHW-5004,2025-12-28 13:42:48,order,markus.637@gmail.com,56.47
SHO-05008752,CAM-4006,2025-12-28 17:26:46,return,nina.423@gmx.de,-51.87
SHO-24063105,CAM-4006,2025-12-28 23:45:21,order,markus.871@gmail.com,136.69
SHO-14327884,SHW-5002,2025-12-29 01:46:51,order,julia.86@gmail.com,26.07
SHO-30859641,LPC-2003,2025-12-29 08:37:57,order,lukas.136@gmail.com,388.03
SHO-65819507,LPC-2006,2025-12-29 15:36:39,order,thomas.903@web.de,513.5
SHO-72513212,SHW-5003,2025-12-29 17:41:02,order,thomas.228@outlook.com,53.17
SHO-90635948,LPC-2006,2025-12-29 19:40:12,order,lena.523@t-online.de,321.29
SHO-28195210,LPC-2002,2025-12-30 14:24:35,order,emma.120@web.de,342.87
SHO-80461886,LPC-2002,2025-12-30 15:10:29,return,lisa.170@t-online.de,-474.7
SHO-76893253,SMT-1006,2025-12-31 04:06:41,order,max.106@gmail.com,183.06
SHO-80329999,CAM-4003,2025-12-31 07:43:54,order,lisa.529@yahoo.de,98.04
SHO-26089805,AUD-3001,2025-12-31 09:50:46,order,marie.519@web.de,85.63
SHO-70708089,AUD-3005,2025-12-31 10:59:57,order,lisa.649@outlook.com,51.63
SHO-38314035,SHW-5003,2025-12-31 20:14:26,order,sophie.61@web.de,22.12
SHO-19292458,AUD-3006,2026-01-01 09:26:03,order,laura.994@gmail.com,67.25
SHO-44665865,LPC-2004,2026-01-01 15:16:10,return,emma.341@gmail.com,-484.47
SHO-85841280,AUD-3001,2026-01-01 16:40:22,order,emma.583@yahoo.de,86.92
SHO-86528219,SHW-5005,2026-01-01 19:49:44,order,felix.989@outlook.com,53.67
SHO-29124528,SMT-1001,2026-01-02 11:23:30,return,marie.819@outlook.com,-414.4
